lon,lat,sol,win
112.75,32.13,3.74,2.55
112.25,31.72,3.62,2.57
114.88,30.4,3.67,3.33
114.67,30.08,3.67,3.33
114.73,30.53,3.67,3.33
114.88,30.4,3.67,3.33
112.2,31.03,3.62,2.57
112.2,31.05,3.62,2.57
112.2,30.98,3.54,2.56
113.1,31.02,3.7,2.96
112.58,30.7,3.54,2.56
112.58,31.17,3.62,2.57
113.92,30.93,3.62,2.95
113.92,30.92,3.62,2.95
113.97,31.25,3.7,2.96
114.12,31.57,3.7,3.35
113.75,31.02,3.7,2.96
113.57,30.95,3.62,2.95
113.68,31.27,3.7,2.96
113.83,30.65,3.62,2.95
112.23,30.33,3.54,2.56
112.25,30.32,3.54,2.56
112.18,30.35,3.54,2.56
112.23,30.07,3.54,2.56
112.88,29.82,3.44,2.66
112.42,30.03,3.54,2.56
112.4,29.73,3.44,2.66
113.45,29.8,3.45,3.04
111.77,30.18,3.35,2.71
114.87,30.45,3.67,3.33
114.88,30.43,3.67,3.33
114.87,30.63,3.67,3.33
114.62,31.28,3.7,3.35
115.4,30.78,3.66,3.51
115.67,30.75,3.66,3.51
115.27,30.45,3.66,3.51
115.43,30.23,3.66,3.51
115.93,30.08,3.66,3.51
115.03,31.18,3.69,3.56
115.55,29.85,3.49,3.53
114.32,29.85,3.46,3.42
114.3,29.87,3.46,3.42
113.9,29.98,3.45,3.04
113.82,29.25,3.45,3.04
114.03,29.55,3.46,3.42
114.52,29.6,3.46,3.42
113.88,29.72,3.45,3.04
113.37,31.72,3.7,2.96
113.37,31.72,3.7,2.96
113.82,31.62,3.7,2.96
109.47,30.3,3.2,2.98
109.47,30.3,3.2,2.98
108.93,30.3,3.19,3.07
109.73,30.6,3.2,2.98
110.33,31.05,3.41,2.94
109.48,29.98,3.01,2.9
109.15,29.68,3.01,2.9
109.4,29.52,3.01,2.9
110.03,29.9,3.1,2.8
113.45,30.37,3.62,2.95
112.88,30.42,3.54,2.56
113.17,30.67,3.62,2.95
110.67,31.75,3.41,2.94
112.93,28.23,3.29,2.86
113.03,28.18,3.36,3.24
112.98,28.12,3.29,2.86
112.93,28.23,3.29,2.86
112.98,28.25,3.29,2.86
113.03,28.13,3.36,3.24
113.07,28.25,3.36,3.24
112.82,28.37,3.29,2.86
112.55,28.25,3.29,2.86
113.63,28.15,3.36,3.24
113.13,27.83,3.34,3.24
113.17,27.87,3.34,3.24
113.15,27.83,3.34,3.24
113.1,27.87,3.34,3.24
113.12,27.83,3.34,3.24
113.13,27.72,3.34,3.24
113.33,27,3.34,3.24
113.53,26.8,3.35,3.03
113.77,26.48,3.35,3.03
113.48,27.67,3.34,3.24
112.93,27.83,3.3,2.98
112.9,27.87,3.3,2.98
112.95,27.87,3.3,2.98
112.95,27.78,3.3,2.98
112.53,27.73,3.3,2.98
112.52,27.93,3.3,2.98
112.57,26.9,3.29,3
112.62,26.9,3.29,3
112.6,26.88,3.29,3
112.6,26.9,3.29,3
112.6,26.9,3.29,3
112.73,27.25,3.3,2.98
112.37,26.97,3.29,3
112.67,26.73,3.29,3
112.87,27.23,3.3,2.98
112.95,27.08,3.3,2.98
112.12,26.78,3.29,3
112.85,26.42,3.29,3
112.38,26.42,3.29,3
111.47,27.25,3.19,2.89
111.47,27.23,3.19,2.89
111.45,27.23,3.19,2.89
111.45,27.25,3.19,2.89
111.75,27.25,3.19,2.89
111.45,27.32,3.19,2.89
111.27,27,3.19,2.89
111.03,27.12,3.19,2.89
110.57,27.05,3.2,2.8
110.15,26.58,3.18,2.92
110.85,26.43,3.18,2.92
110.32,26.37,3.18,2.92
110.63,26.73,3.18,2.92
113.12,29.37,3.45,3.04
113.1,29.37,3.45,3.04
113.3,29.47,3.45,3.04
113,29.43,3.45,3.04
113.12,29.15,3.45,3.04
112.57,29.52,3.44,2.66
112.88,28.68,3.29,2.86
113.58,28.72,3.36,3.24
113.08,28.8,3.36,3.24
113.47,29.48,3.45,3.04
111.68,29.05,3.24,2.73
111.68,29.03,3.24,2.73
111.68,29.02,3.24,2.73
112.17,29.42,3.44,2.66
111.97,28.9,3.16,2.81
111.75,29.63,3.24,2.73
111.65,29.45,3.24,2.73
111.48,28.9,3.16,2.81
111.38,29.58,3.24,2.73
111.88,29.62,3.24,2.73
110.47,29.13,3.1,2.8
110.48,29.13,3.1,2.8
110.53,29.35,3.1,2.8
111.12,29.42,3.24,2.73
110.15,29.4,3.1,2.8
112.32,28.6,3.29,2.86
112.32,28.6,3.29,2.86
112.37,28.6,3.29,2.86
112.4,29.38,3.44,2.66
112.12,28.53,3.29,2.86
111.22,28.38,3.16,2.81
112.38,28.85,3.29,2.86
113.02,25.78,3.34,3.19
113.02,25.8,3.34,3.19
113.03,25.8,3.34,3.19
112.73,25.73,3.25,3.29
112.95,25.4,3.25,3.29
113.1,26.13,3.35,3.03
112.37,25.58,3.25,3.29
112.55,25.28,3.25,3.29
113.68,25.55,3.34,3.19
113.93,26.08,3.35,3.03
113.27,26.7,3.35,3.03
113.23,25.98,3.34,3.19
111.62,26.43,3.23,2.96
111.6,26.43,3.23,2.96
111.85,26.58,3.23,2.96
111.28,26.4,3.23,2.96
111.65,25.97,3.18,3.18
111.58,25.53,3.18,3.18
111.33,25.28,3.18,3.18
111.93,25.6,3.18,3.18
112.18,25.37,3.25,3.29
112.22,25.92,3.25,3.29
111.58,25.18,3.18,3.18
110,27.57,3.2,2.8
109.95,27.55,3.03,2.81
109.93,27.4,3.03,2.81
110.38,28.47,3.1,2.76
110.18,28,3.1,2.76
110.58,27.92,3.2,2.8
109.72,26.87,3.11,2.89
109.8,27.87,3.03,2.81
109.17,27.37,3.03,2.81
109.68,27.45,3.03,2.81
109.68,26.58,3.11,2.89
109.78,26.17,3.11,2.89
109.82,27.2,3.03,2.81
112,27.73,3.3,2.98
112,27.73,3.3,2.98
112.2,27.45,3.3,2.98
111.3,27.75,3.19,2.89
111.43,27.68,3.19,2.89
111.67,27.7,3.19,2.89
109.73,28.32,3,2.81
109.73,28.32,3,2.81
110.22,28.22,3.1,2.76
109.6,27.95,3.03,2.81
109.48,28.58,3,2.81
109.65,28.72,3,2.81
109.95,28.62,3,2.81
109.85,29,3.01,2.9
109.43,29.47,3.01,2.9
113.27,23.13,3.69,4.26
113.23,23.13,3.69,4.26
113.27,23.13,3.69,4.26
113.25,23.1,3.69,4.26
113.35,23.12,3.69,4.26
113.27,23.17,3.69,4.26
113.45,23.1,3.69,4.26
113.35,22.95,3.87,4.79
113.22,23.4,3.69,4.26
113.83,23.3,3.69,4.26
113.58,23.55,3.69,4.26
113.6,24.82,3.44,3.73
113.57,24.8,3.44,3.73
113.6,24.8,3.44,3.73
113.6,24.68,3.44,3.73
114.07,24.95,3.55,3.61
113.75,25.08,3.34,3.19
114.13,24.35,3.55,3.61
113.27,24.78,3.44,3.73
114.2,24.07,3.55,3.61
113.35,25.13,3.34,3.19
114.3,25.12,3.41,3.09
114.05,22.55,3.91,5.34
114.12,22.55,3.91,5.34
114.05,22.53,3.91,5.34
113.92,22.52,3.87,4.79
113.9,22.57,3.87,4.79
114.27,22.73,3.91,5.34
114.22,22.55,3.91,5.34
113.57,22.27,3.87,4.79
113.55,22.27,3.87,4.79
113.28,22.22,3.87,4.79
113.4,22.07,3.87,4.79
116.68,23.35,3.88,4.87
116.72,23.37,3.88,4.87
116.7,23.37,3.88,4.87
116.6,23.27,3.88,4.87
116.43,23.25,3.88,4.87
116.77,23.48,3.88,4.87
117.02,23.42,4.26,5.18
113.12,23.02,3.69,4.26
113.15,23.03,3.69,4.26
113.3,22.8,3.87,4.79
112.87,23.17,3.65,4.17
112.88,22.9,3.79,4.24
113.08,22.58,3.87,4.79
113.03,22.47,3.87,4.79
112.78,22.25,3.79,4.24
112.67,22.38,3.79,4.24
112.97,22.77,3.79,4.24
112.3,22.18,3.79,4.24
110.35,21.27,3.92,4.35
110.37,21.27,3.92,4.35
110.4,21.2,3.92,4.35
110.47,21.23,3.92,4.35
110.32,21.27,3.92,4.35
110.25,21.38,3.92,4.35
110.17,20.33,4.42,4.84
110.27,21.62,3.92,4.35
110.08,20.92,4.42,4.84
110.77,21.43,3.92,4.35
110.92,21.67,3.92,4.35
110.92,21.63,3.92,4.35
111.02,21.47,4.09,4.6
111,21.5,4.09,4.6
110.85,21.92,3.92,4.35
110.63,21.67,3.92,4.35
110.95,22.35,3.76,3.91
112.47,23.05,3.65,4.17
112.48,23.05,3.65,4.17
112.57,23.17,3.65,4.17
112.43,23.63,3.65,4.17
112.18,23.92,3.65,4.17
111.5,23.43,3.65,3.84
111.77,23.15,3.65,3.84
112.45,23.03,3.65,4.17
112.68,23.33,3.65,4.17
114.42,23.12,3.76,4.35
114.4,23.08,3.76,4.35
114.47,22.8,3.91,5.34
114.28,23.18,3.76,4.35
114.72,22.98,3.91,5.34
114.25,23.73,3.76,4.35
116.12,24.28,3.76,4.15
116.12,24.32,3.76,4.15
116.05,24.28,3.76,4.15
116.7,24.35,3.76,4.15
116.18,23.77,3.88,4.87
115.77,23.93,3.85,4.56
115.88,24.57,3.69,3.75
116.17,24.67,3.76,4.15
115.73,24.15,3.69,3.75
115.37,22.78,4.29,5.76
115.33,22.97,4.29,5.76
115.65,23.3,3.85,4.56
115.65,22.95,4.29,5.76
114.7,23.73,3.76,4.35
114.7,23.73,3.76,4.35
115.18,23.63,3.85,4.56
115.25,24.1,3.69,3.75
114.48,24.37,3.55,3.61
114.93,24.45,3.55,3.61
114.77,23.82,3.76,4.35
111.98,21.87,4.09,4.6
111.95,21.87,4.09,4.6
111.62,21.75,4.09,4.6
112.02,21.88,4.22,4.85
111.78,22.18,3.79,4.08
113.03,23.7,3.69,4.26
113.02,23.7,3.69,4.26
113.53,23.88,3.69,4.26
112.63,24.48,3.35,3.85
112.08,24.57,3.35,3.85
112.28,24.72,3.35,3.85
112.98,23.73,3.65,4.17
113.4,24.18,3.44,3.73
112.38,24.78,3.35,3.85
113.75,23.05,3.69,4.26
113.38,22.52,3.87,4.79
116.62,23.67,3.88,4.87
116.63,23.68,3.88,4.87
116.68,23.45,3.88,4.87
117,23.67,4.26,5.18
116.37,23.55,3.88,4.87
116.42,23.57,3.88,4.87
115.83,23.43,3.85,4.56
116.28,23.03,3.88,4.87
116.18,23.3,3.88,4.87
112.03,22.92,3.79,4.24
112.03,22.93,3.79,4.24
112.23,22.7,3.79,4.24
111.53,23.23,3.65,3.84
112,23.08,3.65,4.17
111.57,22.77,3.79,4.08
108.37,22.82,3.75,3.44
108.38,22.87,3.75,3.44
108.28,22.78,3.75,3.44
108.3,22.83,3.75,3.44
108.32,22.77,3.75,3.44
108.48,22.75,3.75,3.44
108.27,23.17,3.51,3.13
107.68,23.18,3.66,2.97
108.17,23.72,3.51,3.13
108.6,23.43,3.51,3.13
108.8,23.22,3.51,3.13
109.27,22.68,3.72,3.7
109.42,24.33,3.39,3.04
109.38,24.35,3.39,3.04
109.33,24.27,3.39,3.04
109.23,24.65,3.39,3.04
109.73,24.48,3.39,3.04
109.4,25.23,3.19,2.97
109.25,25.07,3.19,2.97
109.6,25.78,3.19,2.97
110.28,25.28,3.16,3.06
110.48,24.78,3.4,3.25
110.2,25.23,3.16,3.06
110.32,25.42,3.16,3.06
111.07,25.93,3.18,3.18
110.67,25.62,3.16,3.06
109.98,24.98,3.39,3.04
111.15,25.48,3.18,3.18
110,25.8,3.16,3.06
110.63,26.03,3.18,2.92
110.63,24.63,3.4,3.25
110.83,24.83,3.4,3.25
111.27,23.48,3.65,3.84
111.23,23.42,3.65,3.84
110.92,23.38,3.54,3.53
110.52,24.2,3.4,3.25
110.98,22.92,3.76,3.91
109.12,21.48,4.08,4.19
109.43,21.53,4.08,4.19
109.2,21.67,4.08,4.19
108.35,21.7,3.86,4.12
108.37,21.65,3.86,4.12
108.35,21.77,3.86,4.12
107.98,22.15,3.72,3.18
107.97,21.53,3.72,4.05
108.62,21.95,3.86,4.12
108.63,21.98,3.86,4.12
109.3,22.43,3.72,3.7
109.55,22.27,3.72,3.7
109.6,23.1,3.59,3.29
109.42,23.13,3.59,3.29
110.38,23.55,3.54,3.53
110.08,23.4,3.54,3.53
110.17,22.63,3.76,3.91
110.55,22.87,3.76,3.91
110.27,22.33,3.76,3.91
109.97,22.28,3.72,3.7
109.87,22.75,3.72,3.7
110.35,22.72,3.76,3.91
106.62,23.9,3.72,2.87
106.92,23.73,3.72,2.87
107.12,23.6,3.66,2.97
107.58,23.32,3.66,2.97
106.62,23.33,3.72,2.87
106.42,23.13,3.72,2.87
105.83,23.42,3.95,2.77
106.57,24.35,3.74,2.79
106.55,24.78,3.74,2.79
106.23,24.3,3.74,2.79
105.1,24.5,3.93,2.75
105.33,24.77,3.93,2.75
111.55,24.42,3.36,3.55
110.8,24.17,3.4,3.25
111.3,24.53,3.36,3.55
111.27,24.83,3.36,3.55
108.07,24.7,3.37,2.94
108.05,24.7,3.37,2.94
107.53,24.98,3.48,2.84
107.17,25,3.34,2.8
107.05,24.55,3.48,2.84
107.37,24.52,3.48,2.84
108.9,24.78,3.37,2.94
108.25,24.83,3.37,2.94
107.25,24.15,3.48,2.84
108.1,23.93,3.51,3.13
107.98,23.73,3.66,2.97
108.67,24.5,3.37,2.94
109.23,23.73,3.59,3.29
108.67,24.07,3.37,2.94
109.68,23.97,3.59,3.29
109.67,23.6,3.59,3.29
110.18,24.13,3.4,3.25
108.87,23.82,3.51,3.13
107.37,22.4,3.72,3.18
107.9,22.63,3.72,3.18
107.07,22.13,3.72,3.18
106.85,22.35,3.65,2.99
107.2,22.83,3.72,3.18
107.13,23.08,3.66,2.97
106.75,22.12,3.65,2.99
110.32,20.03,4.42,4.84
110.28,20.02,4.42,4.84
110.3,20.03,4.42,4.84
110.35,20,4.42,4.84
110.37,20.03,4.42,4.84
109.5,18.25,4.54,6.54
109.52,18.78,4.54,6.54
110.47,19.25,4.27,5.59
109.57,19.52,4.52,5.55
110.8,19.55,4.27,5.59
110.4,18.8,4.43,6.6
108.63,19.1,4.79,6.05
110.32,19.7,4.27,5.59
110.1,19.37,4.27,5.59
110,19.73,4.27,5.59
109.68,19.92,4.52,5.55
109.45,19.23,4.52,5.55
109.05,19.25,4.52,5.55
109.17,18.75,4.54,6.54
110.03,18.5,4.43,6.6
109.7,18.63,4.54,6.54
109.83,19.03,4.52,5.55
106.55,29.57,3.06,3.15
108.4,30.82,3.19,3.07
107.4,29.72,3,3.14
106.57,29.55,3.06,3.15
106.48,29.48,3.06,3.15
106.57,29.6,3.06,3.15
106.45,29.53,3.06,3.15
106.5,29.5,3.06,3.15
106.57,29.52,3.06,3.15
106.4,29.8,3.06,3.15
106.92,28.97,2.99,2.89
105.78,29.48,3.14,3.17
106.63,29.72,3.06,3.15
106.52,29.38,3.06,3.15
108.77,29.53,2.97,3.02
107.08,29.87,3,3.14
106.65,29.03,3.06,3.15
105.83,30.18,3.21,3.83
106.05,29.85,3.06,3.15
105.72,29.7,3.14,3.17
105.58,29.4,3.14,3.17
106.22,29.6,3.06,3.15
107.8,30.68,3.06,3.16
108.67,31.95,3.36,3.11
107.73,29.87,3,3.14
107.35,30.33,3.06,3.16
107.75,29.33,3,3.14
108.02,30.3,3.19,3.07
108.42,31.18,3.36,3.11
108.67,30.95,3.19,3.07
109.47,31.02,3.39,3.06
109.88,31.08,3.39,3.06
109.63,31.4,3.39,3.06
108.12,30,3.19,3.07
108.98,28.45,2.93,2.96
108.77,28.85,2.93,2.96
108.17,29.3,2.97,3.02
104.07,30.67,3.18,4.02
104.08,30.67,3.18,4.02
104.05,30.68,3.18,4.02
104.05,30.7,3.18,4.02
104.05,30.65,3.18,4.02
104.1,30.67,3.18,4.02
104.27,30.57,3.18,4.02
104.23,30.88,3.18,4.02
104.15,30.83,3.18,4.02
103.83,30.7,3.26,4.05
104.43,30.85,3.18,4.02
103.92,30.58,3.26,4.05
103.88,30.82,3.26,4.05
103.52,30.58,3.26,4.05
103.5,30.2,3.26,4.05
103.82,30.42,3.26,4.05
103.62,31,3.92,5.29
103.93,30.98,3.26,4.05
103.47,30.42,3.26,4.05
103.67,30.63,3.26,4.05
104.78,29.35,3.15,3.21
104.77,29.35,3.15,3.21
104.72,29.35,3.15,3.21
104.77,29.37,3.15,3.21
104.87,29.27,3.15,3.21
104.42,29.47,3.15,3.21
104.98,29.18,3.15,3.21
101.72,26.58,4.83,3.34
101.7,26.55,4.83,3.34
101.6,26.6,4.83,3.34
101.73,26.5,4.83,3.34
102.12,26.88,4.7,3.13
101.85,26.7,4.83,3.34
105.43,28.87,3.06,2.68
105.45,28.88,3.06,2.68
105.37,28.77,3.06,2.68
105.43,28.9,3.06,2.68
105.38,29.15,3.14,3.17
105.83,28.82,3.06,2.68
105.43,28.17,3.06,2.68
105.82,28.05,3.06,2.68
104.38,31.13,3.2,5.12
104.38,31.13,3.2,5.12
104.68,31.03,3.2,5.12
104.5,31.32,3.2,5.12
104.28,30.98,3.18,4.02
104.17,31.13,3.2,5.12
104.2,31.35,3.2,5.12
104.73,31.47,3.2,5.12
104.73,31.47,3.2,5.12
104.75,31.47,3.2,5.12
105.08,31.1,3.21,4.66
105.38,31.22,3.21,4.66
104.57,31.53,3.2,5.12
105.17,31.63,3.21,4.66
104.45,31.82,3.2,5.12
104.53,32.42,3.55,4.97
104.75,31.78,3.2,5.12
105.83,32.43,3.42,4.3
105.05,29.58,3.14,3.17
103.77,29.57,3.1,3.29
105.97,32.32,3.42,4.3
105.88,32.65,3.42,4.3
106.28,32.23,3.4,3.61
105.23,32.58,3.42,4.3
105.52,32.28,3.42,4.3
105.93,31.73,3.21,4.66
105.57,30.52,3.21,3.83
105.57,30.52,3.21,3.83
105.45,30.35,3.21,3.83
105.72,30.78,3.21,3.83
105.38,30.87,3.21,3.83
105.25,30.58,3.21,3.83
105.05,29.58,3.14,3.17
105.05,29.58,3.14,3.17
103.77,29.57,3.1,3.29
105.07,29.6,3.14,3.17
104.67,29.53,3.15,3.21
104.85,29.78,3.15,3.21
105.28,29.35,3.14,3.17
103.77,29.57,3.1,3.29
105.05,29.58,3.14,3.17
103.77,29.57,3.1,3.29
103.55,29.42,3.1,3.29
103.82,29.4,3.1,3.29
103.08,29.25,3.1,3.29
103.95,29.22,3.1,3.29
104.07,29.65,3.15,3.21
103.57,29.73,3.1,3.29
103.9,28.97,3.42,3.01
103.27,29.23,3.1,3.29
103.55,28.83,3.42,3.01
103.48,29.6,3.1,3.29
106.08,30.78,3.12,3.49
106.08,30.78,3.12,3.49
106.1,30.77,3.12,3.49
106.05,30.77,3.12,3.49
106.07,31.35,3.24,3.91
106.57,31.08,3.24,3.91
106.42,31.03,3.24,3.91
106.28,31.27,3.24,3.91
105.88,31,3.21,4.66
106,31.55,3.24,3.91
103.83,30.05,3.26,4.05
103.83,30.05,3.26,4.05
104.15,30,3.18,4.02
103.87,30.2,3.26,4.05
103.37,29.92,3.1,3.29
103.52,30.02,3.26,4.05
103.85,29.83,3.1,3.29
104.62,28.77,3.04,2.72
104.62,28.77,3.04,2.72
104.55,28.7,3.04,2.72
104.98,28.85,3.04,2.72
105.07,28.73,3.06,2.68
104.92,28.58,3.04,2.72
104.52,28.43,3.04,2.72
104.72,28.45,3.04,2.72
104.52,28.17,3.04,2.72
105.23,28.3,3.06,2.68
104.33,28.83,3.04,2.72
106.63,30.47,3.12,3.49
106.43,30.55,3.12,3.49
106.28,30.35,3.12,3.49
106.93,30.33,3.12,3.49
106.77,30.38,3.12,3.49
107.5,31.22,3.24,3.16
107.48,31.22,3.24,3.16
107.5,31.2,3.24,3.16
107.72,31.35,3.24,3.16
107.87,31.08,3.24,3.16
107.2,30.73,3.06,3.16
106.97,30.83,3.12,3.49
108.03,32.07,3.49,2.92
103,29.98,3.1,3.29
103,29.98,3.1,3.29
103.12,30.08,3.26,4.05
102.85,29.8,3.74,3.36
102.65,29.35,3.74,3.36
102.37,29.23,3.74,3.36
102.75,30.07,4.26,4.07
102.92,30.15,4.26,4.07
102.82,30.37,4.26,4.07
106.77,31.85,3.24,3.91
106.77,31.85,3.24,3.91
107.23,31.92,3.24,3.16
106.83,32.35,3.4,3.61
107.1,31.57,3.24,3.16
104.65,30.12,3.18,4.02
104.65,30.12,3.18,4.02
105.33,30.1,3.21,3.83
105.02,30.28,3.21,3.83
104.55,30.4,3.18,4.02
102.22,31.9,4.42,5.46
103.58,31.48,3.92,5.29
103.17,31.43,3.92,5.29
103.85,31.68,3.92,5.29
103.6,32.63,4.22,5.63
104.23,33.27,4.09,3.56
102.07,31.48,4.42,5.46
102.37,31,4.42,5.46
102.98,32.07,4.52,6.29
102.22,31.9,4.42,5.46
100.98,32.27,4.68,6.53
101.7,32.9,4.65,6.41
102.95,33.58,4.68,6.56
102.55,32.8,4.52,6.29
101.97,30.05,4.74,4.33
101.97,30.05,4.74,4.33
102.23,29.92,3.74,3.36
101.88,30.88,4.74,4.33
101.5,29,4.81,3.62
101.02,30.03,4.74,4.33
101.12,30.98,4.74,4.33
100.68,31.4,4.78,5.86
99.98,31.62,4.71,6.22
100.32,30.95,4.82,4.58
98.58,31.82,4.87,6.74
98.83,31.22,4.87,6.74
98.1,32.98,4.7,6.99
100.33,32.27,4.68,6.53
100.27,30,4.82,4.58
99.1,30,4.85,5.19
99.8,28.93,4.86,3.98
100.3,29.03,4.98,3.89
99.28,28.72,4.86,3.98
102.27,27.9,4.53,3.24
102.27,27.9,4.53,3.24
101.28,27.93,4.79,3.45
101.5,27.43,4.79,3.45
102.18,27.4,4.53,3.24
102.25,26.67,4.7,3.13
102.58,26.63,4.7,3.13
102.77,27.07,4.53,3.24
102.53,27.38,4.53,3.24
102.82,27.72,4.53,3.24
103.25,27.7,4.09,2.89
102.85,28.02,4.21,3.31
102.42,28.32,4.21,3.31
102.17,28.55,4.21,3.31
102.52,28.65,4.21,3.31
102.77,28.97,4.21,3.31
103.13,28.33,3.42,3.01
103.57,28.27,3.42,3.01
106.63,26.65,3.34,2.76
106.72,26.57,3.34,2.76
106.72,26.62,3.34,2.76
106.75,26.63,3.34,2.76
106.65,26.68,3.34,2.76
106.7,26.53,3.34,2.76
106.97,27.07,3.13,2.76
106.73,27.1,3.13,2.76
106.58,26.83,3.34,2.76
106.47,26.55,3.34,2.76
104.83,26.6,4.14,2.72
104.83,26.6,4.14,2.72
105.48,26.22,3.56,2.66
104.95,26.55,4.14,2.72
104.47,25.72,4.2,2.79
106.92,27.73,3.13,2.76
106.92,27.65,3.13,2.76
106.92,27.73,3.13,2.76
106.83,27.53,3.13,2.76
106.82,28.13,2.99,2.89
107.18,27.95,3.03,3.01
107.43,28.55,2.88,3.11
107.6,28.88,2.88,3.11
107.88,28.53,2.88,3.11
107.72,27.97,3.03,3.01
107.48,27.77,3.03,3.01
107.88,27.22,3.03,3.01
106.22,28.32,2.99,2.89
105.7,28.58,3.06,2.68
106.42,27.82,3.13,2.76
105.95,26.25,3.56,2.66
105.92,26.25,3.56,2.66
106.25,26.42,3.34,2.76
105.75,26.32,3.56,2.66
105.77,26.07,3.56,2.66
105.62,25.95,3.72,2.74
106.08,25.75,3.54,2.77
109.18,27.72,3.03,2.81
109.18,27.72,3.03,2.81
108.85,27.7,3.05,2.91
108.92,27.23,3.05,2.91
108.23,27.52,3.05,2.91
108.25,27.93,3.05,2.91
108.4,28,2.93,2.96
108.12,28.27,2.93,2.96
108.5,28.57,2.93,2.96
109.2,28.17,3,2.81
109.2,27.52,3.03,2.81
104.9,25.08,4.2,2.79
105.18,25.43,3.72,2.74
104.95,25.78,4.2,2.79
105.22,25.83,3.72,2.74
105.65,25.38,3.72,2.74
106.1,25.17,3.54,2.77
105.82,24.98,3.93,2.75
105.47,25.12,3.72,2.74
105.28,27.3,3.29,2.51
105.28,27.3,3.29,2.51
105.6,27.15,3.29,2.51
106.03,27.03,3.13,2.76
106.22,27.47,3.13,2.76
105.77,26.67,3.56,2.66
105.38,26.78,3.56,2.66
104.72,27.13,3.49,2.56
107.97,26.58,3.16,2.85
107.97,26.58,3.16,2.85
107.9,26.9,3.16,2.85
108.12,27.03,3.05,2.91
108.68,26.97,3.14,2.87
108.42,27.05,3.05,2.91
108.82,27.18,3.05,2.91
109.2,26.92,3.11,2.89
109.2,26.68,3.11,2.89
108.45,26.73,3.14,2.87
108.32,26.67,3.14,2.87
109.13,26.23,3.11,2.89
108.52,25.93,3.25,2.88
108.9,25.75,3.25,2.88
108.07,26.38,3.14,2.87
107.58,26.5,3.16,2.85
107.8,26.2,3.16,2.85
107.52,26.27,3.16,2.85
107.52,26.27,3.16,2.85
107.5,26.7,3.16,2.85
107.88,25.42,3.34,2.8
107.23,26.58,3.16,2.85
107.47,27.07,3.03,3.01
107.53,25.83,3.34,2.8
107.32,25.83,3.34,2.8
106.75,25.43,3.54,2.77
106.45,26.03,3.34,2.76
106.97,26.45,3.34,2.76
106.65,26.13,3.34,2.76
107.87,25.98,3.34,2.8
102.72,25.05,4.74,3.04
102.7,25.05,4.74,3.04
102.72,25.03,4.74,3.04
102.75,25.02,4.74,3.04
102.67,25.03,4.74,3.04
103.18,26.08,4.49,2.92
102.8,24.88,4.68,2.99
102.6,24.67,4.68,2.99
102.5,25.22,4.74,3.04
103.15,24.92,4.51,2.88
103.27,24.77,4.51,2.88
103.03,25.35,4.51,2.92
102.47,25.55,4.74,3.04
103.25,25.57,4.51,2.92
102.48,24.92,4.68,2.99
103.8,25.5,4.51,2.92
103.8,25.5,4.51,2.92
103.58,25.43,4.51,2.92
103.67,25.03,4.51,2.92
103.98,24.83,4.51,2.88
104.3,24.88,4.17,2.78
104.25,25.67,4.2,2.79
103.3,26.42,4.49,2.92
103.82,25.62,4.51,2.92
104.1,26.22,4.14,2.72
102.55,24.35,4.68,2.99
102.75,24.28,4.68,2.99
102.92,24.67,4.68,2.99
102.75,24.12,4.68,2.99
102.93,24.2,4.68,2.99
102.17,24.67,4.68,2.99
102.4,24.18,4.68,2.99
101.98,24.07,4.6,3.02
99.17,25.12,4.58,3.32
99.17,25.12,4.58,3.32
99.18,24.73,4.58,3.06
98.5,25.03,4.4,3.14
98.68,24.58,4.53,3.03
99.6,24.83,4.58,3.06
103.72,27.33,4.09,2.89
103.72,27.33,4.09,2.89
103.55,27.2,4.09,2.89
102.92,26.92,4.7,3.13
104.23,28.12,3.04,2.72
103.88,27.75,4.09,2.89
103.63,28.23,3.42,3.01
103.95,28.6,3.42,3.01
104.87,27.45,3.49,2.56
104.05,27.63,3.49,2.56
105.05,27.85,3.29,2.51
104.4,28.63,3.04,2.72
100.23,26.88,4.78,3.54
100.23,26.88,4.78,3.54
100.23,26.82,4.78,3.54
100.75,26.68,4.78,3.54
101.27,26.63,4.83,3.34
100.85,27.28,4.82,3.67
101.68,23.43,4.54,2.89
100.83,24.45,4.55,3.05
100.7,23.5,4.58,2.87
101.85,22.58,4.6,2.8
99.93,22.55,4.73,2.78
99.62,22.63,4.73,2.78
100.08,23.88,4.58,2.87
100.08,23.88,4.58,2.87
99.92,24.6,4.58,3.06
100.13,24.45,4.55,3.05
99.25,24.03,4.58,3.06
98.83,23.78,4.59,2.91
99.4,23.55,4.64,2.88
99.25,23.15,4.64,2.88
101.55,25.03,4.81,3.19
101.55,25.03,4.81,3.19
101.63,24.7,4.6,3.02
101.53,25.32,4.81,3.19
101.27,25.2,4.81,3.19
101.23,25.5,4.81,3.19
101.32,25.73,4.81,3.19
101.67,26.07,4.83,3.34
101.88,25.7,4.81,3.19
102.4,25.53,4.74,3.04
102.08,25.15,4.74,3.04
103.4,23.37,4.54,2.83
103.15,23.37,4.54,2.83
103.27,23.72,4.54,2.83
103.4,23.37,4.54,2.83
103.68,22.98,4.1,2.78
102.83,23.62,4.6,2.91
102.5,23.72,4.6,2.91
103.43,24.4,4.51,2.88
103.77,24.53,4.51,2.88
